School	Sex	SES	MathAch	Sector	CSES
41	0	0.942	13.261	1	0.706
41	1	0.602	9.664	1	0.366
41	1	-0.148	18.686	1	-0.384
41	1	-0.078	-0.451	1	-0.314
41	1	0.942	20.069	1	0.706
41	1	0.212	17.39	1	-0.024
41	1	1.182	13.656	1	0.946
41	1	0.012	2.172	1	-0.224
41	1	0.072	11.485	1	-0.164
42	0	-0.248	22.522	1	-0.602
42	0	0.242	16.08	1	-0.112
42	0	-0.678	21.175	1	-1.032
42	0	1.042	22.989	1	0.688
42	0	-0.528	10.546	1	-0.882
42	0	1.192	16.267	1	0.838
42	0	0.202	4.395	1	-0.152
42	0	0.942	15.792	1	0.588
42	0	1.122	20.051	1	0.768
42	0	1.002	18.331	1	0.648
42	0	1.342	20.458	1	0.988
42	0	0.082	12.246	1	-0.272
42	0	-0.908	7.748	1	-1.262
42	0	0.232	24.812	1	-0.122
42	0	0.002	17.491	1	-0.352
42	0	0.942	19.167	1	0.588
42	0	0.982	20.082	1	0.628
42	0	-0.558	14.116	1	-0.912
42	0	-0.388	17.908	1	-0.742
42	0	0.882	23.09	1	0.528
42	0	0.402	10.975	1	0.048
43	1	0.352	13.758	0	0.819
43	1	0.702	22.091	0	1.169
43	1	-0.438	4.23	0	0.029
43	1	-0.038	15.095	0	0.429
43	1	0.292	11.913	0	0.759
43	1	-0.138	10.447	0	0.329
43	1	-0.138	0.363	0	0.329
43	1	-0.458	11.141	0	0.009
43	1	-0.628	8.298	0	-0.161
43	0	0.412	2.38	0	0.879
43	0	-1.788	4.838	0	-1.321
43	0	-0.708	4.5	0	-0.241
43	0	0.552	14.97	0	1.019
43	0	0.792	4.896	0	1.259
43	0	-1.038	12.177	0	-0.571
43	0	-0.778	14.987	0	-0.311
43	0	-1.548	1.314	0	-1.081
43	0	0.082	4.007	0	0.549
43	0	0.602	17.404	0	1.069
43	0	-1.668	17.599	0	-1.201
43	0	-1.098	8.139	0	-0.631
43	0	-0.998	3.242	0	-0.531
43	0	-0.858	0.036	0	-0.391
43	0	0.672	2.211	0	1.139
43	0	0.522	5.27	0	0.989
43	1	-0.138	7.731	0	0.329
43	1	-1.078	6.953	0	-0.611
43	1	-2.508	4.635	0	-2.041
43	1	0.032	18.384	0	0.499
43	1	-1.818	6.92	0	-1.351
43	1	0.002	4.828	0	0.469
43	1	-0.418	16.941	0	0.049
43	1	-0.988	8.339	0	-0.521
43	1	-0.848	4.784	0	-0.381
43	1	-0.338	19.106	0	0.129
43	1	-0.408	8.896	0	0.059
43	1	-1.458	3.027	0	-0.991
43	0	-0.628	14.065	0	-0.161
43	0	-0.498	16.773	0	-0.031
44	1	0.012	12.032	0	-0.025
44	1	0.882	16.855	0	0.845
44	1	-1.138	8.486	0	-1.175
44	1	0.542	5.826	0	0.505
44	0	0.612	12.818	0	0.575
44	0	0.792	24.993	0	0.755
44	1	0.612	23.08	0	0.575
44	0	-1.368	13.592	0	-1.405
44	0	0.662	14.926	0	0.625
44	1	1.072	17.58	0	1.035
44	1	1.172	13.564	0	1.135
44	0	0.762	24.993	0	0.725
44	1	-0.778	8.789	0	-0.815
44	0	0.952	23.127	0	0.915
44	1	0.652	12.714	0	0.615
44	0	0.482	18.934	0	0.445
44	0	-0.268	6.466	0	-0.305
44	0	-1.018	18.051	0	-1.055
44	0	-0.258	22.254	0	-0.295
44	0	-0.418	13.128	0	-0.455
44	0	0.842	23.818	0	0.805
44	1	-1.368	1.439	0	-1.405
44	1	-0.138	5.576	0	-0.175
44	1	-0.298	19.71	0	-0.335
44	1	-0.428	-2.094	0	-0.465
44	0	0.702	2.986	0	0.665
44	1	0.822	22.553	0	0.785
44	0	0.832	1.791	0	0.795
44	0	-0.848	19.482	0	-0.885
44	1	0.782	2.982	0	0.745
44	0	1.212	14.932	0	1.175
44	1	-0.778	8.491	0	-0.815
44	0	0.652	22.344	0	0.615
44	1	-1.038	20.36	0	-1.075
44	0	-0.628	15.751	0	-0.665
44	0	1.202	19.572	0	1.165
44	0	-1.298	6.251	0	-1.335
44	1	-0.908	10.161	0	-0.945
44	0	-0.218	20.953	0	-0.255
44	1	-0.508	7.024	0	-0.545
44	1	0.332	12.152	0	0.295
44	0	-0.278	16.213	0	-0.315
44	1	-0.648	9.781	0	-0.685
44	0	0.202	-2.5	0	0.165
44	0	-1.258	14.184	0	-1.295
44	1	-0.168	-1.237	0	-0.205
44	1	1.262	15.562	0	1.225
44	0	-1.128	9.519	0	-1.165
44	1	-0.788	7.537	0	-0.825
44	1	-0.938	12.144	0	-0.975
44	1	1.262	18.943	0	1.225
44	1	1.212	18.282	0	1.175
45	0	0.822	11.922	0	0.205
45	1	0.952	16.781	0	0.335
45	1	-0.218	22.317	0	-0.835
45	0	1.292	23.054	0	0.675
45	1	0.372	0.996	0	-0.245
45	0	0.292	13.306	0	-0.325
45	1	0.532	21.848	0	-0.085
45	1	0.302	2.204	0	-0.315
45	1	-0.468	12.782	0	-1.085
45	1	0.882	16.163	0	0.265
45	1	1.362	15.93	0	0.745
45	1	0.752	19.805	0	0.135
45	0	-0.178	23.054	0	-0.795
45	0	0.532	22.661	0	-0.085
45	0	-0.328	11.461	0	-0.945
45	1	0.062	6.246	0	-0.555
45	0	1.122	24.993	0	0.505
45	1	1.142	14.997	0	0.525
45	1	1.042	13.567	0	0.425
45	0	0.832	22.856	0	0.215
45	0	1.362	10.06	0	0.745
45	1	-0.188	5.719	0	-0.805
45	1	0.022	7.341	0	-0.595
45	1	-0.248	17.632	0	-0.865
45	1	0.672	15.569	0	0.05500
45	1	0.082	7.554	0	-0.535
45	1	0.972	16.206	0	0.355
45	0	1.172	9.355	0	0.555
45	1	-0.628	11.531	0	-1.245
45	0	1.212	7.41	0	0.595
45	1	1.012	23.619	0	0.395
45	1	1.262	10.749	0	0.645
45	1	1.162	18.119	0	0.545
45	1	0.762	22.896	0	0.145
45	0	0.762	3.628	0	0.145
45	0	0.882	13.063	0	0.265
45	0	1.342	13.033	0	0.725
45	1	0.522	12.143	0	-0.095
46	1	0.582	8.879	0	0.25
46	1	1.372	6.98	0	1.04
46	1	0.372	6.652	0	0.04
46	0	-0.098	4.361	0	-0.43
46	0	-1.488	3.377	0	-1.82
46	1	0.262	13.294	0	-0.07
46	0	-2.028	4.388	0	-2.36
46	0	0.832	4.972	0	0.5
46	1	0.032	17.262	0	-0.3
46	0	0.352	16.297	0	0.0200000000000000
46	1	0.532	12.815	0	0.2
46	1	0.982	13.233	0	0.65
46	0	-0.188	24.301	0	-0.52
46	1	-0.708	-0.417	0	-1.04
46	1	0.932	13.276	0	0.6
46	1	0.812	5.305	0	0.48
46	1	0.592	2.781	0	0.26
46	0	1.422	13.188	0	1.09
46	0	0.892	14.7	0	0.56
46	0	1.212	21.054	0	0.88
46	0	1.392	12.381	0	1.06
46	0	0.342	22.616	0	0.01
46	0	-0.568	5.453	0	-0.9
46	0	1.142	6.41	0	0.81
46	0	-0.798	14.87	0	-1.13
46	1	-0.018	15.227	0	-0.35
46	1	0.672	-0.598	0	0.34
46	0	0.432	17.06	0	0.1
46	0	1.182	22.697	0	0.85
46	0	1.512	11.147	0	1.18
46	1	0.512	17.175	0	0.18
46	1	-0.258	12.905	0	-0.59
46	0	-0.278	14.594	0	-0.61
46	1	1.122	24.993	0	0.79
46	0	-0.798	-1.095	0	-1.13
46	0	0.902	5.637	0	0.57
46	0	0.512	20.708	0	0.18
46	0	-1.178	10.064	0	-1.51
46	0	0.222	8.2	0	-0.11
47	0	-0.938	14.34	0	-0.359
47	1	-1.188	5.271	0	-0.609
47	0	-0.628	6.933	0	-0.049
47	0	-0.948	13.531	0	-0.369
47	1	-0.368	2.697	0	0.211
47	0	-0.448	12.221	0	0.131
47	0	-0.908	16.269	0	-0.329
47	1	-0.578	0.155	0	0.001
47	0	-0.918	18.275	0	-0.339
47	1	-0.788	2.066	0	-0.209
47	1	-1.838	7.783	0	-1.259
47	1	-1.158	8.285	0	-0.579
47	0	-1.248	7.378	0	-0.669
47	0	-0.128	5.227	0	0.451
47	0	-0.658	3.486	0	-0.079
47	1	0.102	8.869	0	0.681
47	0	0.792	15.436	0	1.371
47	1	-0.048	-2.832	0	0.531
47	1	-0.648	3.079	0	-0.069
47	1	-0.488	6.659	0	0.091
47	0	-0.718	21.669	0	-0.139
47	1	-0.688	19.026	0	-0.109
47	0	1.092	2.322	0	1.671
47	1	-1.458	12.873	0	-0.879
47	0	0.232	10.538	0	0.811
47	0	-0.918	7.441	0	-0.339
47	0	-0.908	9.481	0	-0.329
47	1	-1.438	23.116	0	-0.859
47	0	-0.138	1.155	0	0.441
47	1	-0.838	20.537	0	-0.259
47	0	-0.808	5.404	0	-0.229
47	1	-1.088	-0.704	0	-0.509
47	1	-0.268	19.052	0	0.311
47	0	-0.378	16.637	0	0.201
47	0	-0.388	14.117	0	0.191
47	1	1.042	0.114	0	1.621
47	1	-0.768	14.413	0	-0.189
47	0	-0.088	4.82	0	0.491
47	0	-1.858	5.888	0	-1.279
47	0	0.462	17.617	0	1.041
47	0	-0.498	-0.227	0	0.081
47	0	-2.248	3.833	0	-1.669
47	1	-0.178	10.298	0	0.401
47	0	-0.488	-0.009	0	0.091
47	0	0.022	18.863	0	0.601
48	0	-0.038	13.874	1	-0.197
48	0	-0.498	13.824	1	-0.657
48	0	0.422	19.372	1	0.263
48	0	-0.718	21.296	1	-0.877
48	0	-0.258	24.107	1	-0.417
48	0	0.062	20.232	1	-0.097
48	0	0.632	24.401	1	0.473
48	0	-0.678	15.381	1	-0.837
48	0	-0.088	22.779	1	-0.247
48	0	0.862	13.774	1	0.703
48	0	-0.418	18.072	1	-0.577
48	0	-0.038	15.127	1	-0.197
48	0	1.312	23.163	1	1.153
48	0	1.002	18.013	1	0.843
48	0	0.862	16.703	1	0.703
48	0	-0.268	19.561	1	-0.427
48	0	1.312	22.245	1	1.153
48	0	0.512	21.508	1	0.353
48	0	-0.418	15.642	1	-0.577
48	0	0.922	22.667	1	0.763
48	0	0.022	20.877	1	-0.137
48	0	-0.018	22.273	1	-0.177
48	0	-0.258	21.828	1	-0.417
48	0	0.432	24.993	1	0.273
48	0	-0.118	16.374	1	-0.277
48	0	0.622	16.622	1	0.463
48	0	1.282	13.571	1	1.123
48	0	1.512	18.049	1	1.353
48	0	0.062	20.784	1	-0.097
48	0	1.082	16.641	1	0.923
48	0	-0.298	17.28	1	-0.457
48	0	-0.158	21.872	1	-0.317
48	0	-0.298	24.812	1	-0.457
48	0	-0.048	22.801	1	-0.207
48	0	0.432	20.961	1	0.273
48	0	-0.908	20.786	1	-1.067
48	0	0.672	20.621	1	0.513
48	0	-1.288	21.444	1	-1.447
48	0	-0.008	20.319	1	-0.167
48	0	0.422	21.038	1	0.263
48	0	-0.218	19.8	1	-0.377
48	0	-0.758	23.817	1	-0.917
48	0	0.792	23.83	1	0.633
48	0	0.482	23.09	1	0.323
48	0	-1.318	19.606	1	-1.477
48	0	0.172	21.378	1	0.0130000000000000
48	0	0.442	12.046	1	0.283
48	0	-0.168	24.147	1	-0.327
48	0	0.452	12.663	1	0.293
49	1	1.152	4.259	1	0.486
49	0	0.702	14.653	1	0.0359999999999999
49	0	1.262	3.243	1	0.596
49	1	-0.078	13.372	1	-0.744
49	0	0.932	14.035	1	0.266
49	0	1.512	16.807	1	0.846
49	0	1.022	20.251	1	0.356
49	0	0.372	19.222	1	-0.294
49	1	0.902	18.402	1	0.236
49	1	0.892	13.488	1	0.226
49	1	1.222	21.797	1	0.556
49	0	-0.088	13.707	1	-0.754
49	1	0.682	3.213	1	0.016
49	1	-1.088	19.8	1	-1.754
49	0	1.282	14.261	1	0.616
49	1	0.102	4.845	1	-0.564
49	0	0.532	13.094	1	-0.134
49	1	1.182	21.444	1	0.516
49	1	0.982	21.035	1	0.316
49	1	-0.148	10.276	1	-0.814
49	0	0.602	19.268	1	-0.064
49	1	0.532	21.366	1	-0.134
49	0	0.272	20.514	1	-0.394
49	1	0.472	15.495	1	-0.194
49	0	1.392	19.987	1	0.726
49	0	0.402	24.076	1	-0.264
49	0	-0.108	19.707	1	-0.774
49	0	0.762	15.019	1	0.096
49	1	0.572	18.704	1	-0.094
49	0	1.422	20.707	1	0.756
49	1	-0.098	17.769	1	-0.764
49	1	1.282	12.357	1	0.616
49	1	1.082	21.051	1	0.416
49	0	-0.478	18.28	1	-1.144
49	1	0.422	21.539	1	-0.244
49	1	0.042	17.922	1	-0.624
49	0	0.832	20.064	1	0.166
49	0	0.942	19.083	1	0.276
49	1	0.452	16.85	1	-0.214
49	0	1.372	17.581	1	0.706
49	1	0.192	10.937	1	-0.474
49	0	-0.188	14.755	1	-0.854
49	0	1.262	11.785	1	0.596
49	0	0.122	16.289	1	-0.544
49	0	0.062	19.958	1	-0.604
49	0	1.142	19.68	1	0.476
49	1	1.262	15.517	1	0.596
49	1	0.282	16.848	1	-0.384
49	0	1.012	18.808	1	0.346
49	0	0.872	21.688	1	0.206
49	1	0.802	16.686	1	0.136
49	0	1.122	7.007	1	0.456
49	0	1.512	20.193	1	0.846
50	1	0.562	15.165	1	0.106
50	1	0.592	10.491	1	0.136
50	1	-0.748	7.605	1	-1.204
50	1	0.792	17.419	1	0.336
50	1	0.502	23.294	1	0.046
50	1	1.342	20.432	1	0.886
50	1	-0.098	14.298	1	-0.554
50	1	1.092	14.418	1	0.636
50	0	0.752	22.418	1	0.296
50	1	0.762	10.986	1	0.306
50	1	0.802	13.816	1	0.346
50	0	0.932	7.846	1	0.476
50	1	0.342	4.769	1	-0.114
50	0	1.102	12.938	1	0.646
50	0	-0.278	9.513	1	-0.734
50	0	0.412	8.87	1	-0.044
50	0	0.842	10.953	1	0.386
50	0	-0.138	16.741	1	-0.594
50	1	-1.168	19.923	1	-1.624
50	0	1.182	4.237	1	0.726
50	1	-0.458	5.813	1	-0.914
50	1	0.562	22.468	1	0.106
50	1	1.342	19.258	1	0.886
50	1	0.932	11.363	1	0.476
50	0	0.982	4.487	1	0.526
50	1	0.352	12.35	1	-0.104
50	1	0.752	17.867	1	0.296
50	1	-0.028	15.259	1	-0.484
50	0	0.702	17.932	1	0.246
50	1	0.472	17.594	1	0.0160000000000000
50	1	-0.028	19.406	1	-0.484
50	1	-0.388	7.931	1	-0.844
50	1	0.732	10.527	1	0.276
50	1	0.192	12.543	1	-0.264
50	0	-0.238	4.48	1	-0.694
50	0	-0.688	12.47	1	-1.144
50	1	1.082	18.148	1	0.626
50	0	1.242	8.48	1	0.786
51	1	-0.338	1.26	1	-0.21
51	0	0.132	23.168	1	0.26
51	1	-0.348	15.237	1	-0.22
51	1	0.482	2.21	1	0.61
51	1	-0.438	11.038	1	-0.31
51	0	-0.368	4.36	1	-0.24
51	1	0.252	-0.06	1	0.38
51	1	-0.938	-2.142	1	-0.81
51	1	-0.148	2.913	1	-0.02
51	1	-0.818	2.117	1	-0.69
51	0	-0.798	17.225	1	-0.67
51	1	-0.178	16.494	1	-0.05
51	0	0.892	22.969	1	1.02
51	1	-0.398	9.246	1	-0.27
51	1	-0.128	18.938	1	0
51	0	0.922	16.73	1	1.05
51	1	0.472	6.68	1	0.6
51	1	0.592	2.834	1	0.72
51	0	-0.588	8.753	1	-0.46
51	0	-0.798	8.167	1	-0.67
51	1	-0.838	5.383	1	-0.71
51	1	0.232	0.432	1	0.36
51	1	0.442	17.449	1	0.57
51	1	-0.218	12.114	1	-0.09
51	1	-0.438	16.069	1	-0.31
51	0	0.132	13.543	1	0.26
51	0	0.372	6.913	1	0.5
51	0	-0.538	17.55	1	-0.41
51	1	0.792	-2.582	1	0.92
51	1	0.182	-2.832	1	0.31
51	1	-0.208	4.25	1	-0.08
51	1	0.422	8.456	1	0.55
51	0	-1.158	18.417	1	-1.03
51	1	0.472	13.957	1	0.6
51	0	-0.308	4.27	1	-0.18
51	1	-0.008	13.51	1	0.12
51	1	-0.418	10.121	1	-0.29
51	0	-0.218	17.361	1	-0.09
51	0	-0.618	21.01	1	-0.49
51	0	-0.708	13.419	1	-0.58
51	0	-0.778	15.733	1	-0.65
51	1	-0.478	21.199	1	-0.35
51	0	0.472	9.87	1	0.6
51	0	-0.618	13.037	1	-0.49
51	1	0.622	18.261	1	0.75
51	1	0.532	14.916	1	0.66
51	1	-0.408	4.799	1	-0.28
51	0	-0.628	4.872	1	-0.5
52	0	0.632	12.164	1	0.506
52	1	0.322	16.902	1	0.196
52	1	0.492	14.908	1	0.366
52	0	-0.108	17.915	1	-0.234
52	0	1.372	22.713	1	1.246
52	1	0.342	18.94	1	0.216
52	0	0.942	14.811	1	0.816
52	1	-0.078	21.734	1	-0.204
52	0	0.852	22.293	1	0.726
52	1	0.942	16.439	1	0.816
52	1	0.012	17.522	1	-0.114
52	0	0.722	22.384	1	0.596
52	0	-1.048	1.443	1	-1.174
52	0	0.452	14.46	1	0.326
52	0	0.942	24.545	1	0.816
52	0	0.502	14.387	1	0.376
52	1	-0.448	15.053	1	-0.574
52	0	1.012	21.034	1	0.886
52	1	-0.418	4.695	1	-0.544
52	0	-0.078	11.691	1	-0.204
52	1	0.432	14.63	1	0.306
52	0	0.062	15.045	1	-0.064
52	1	-0.488	16.854	1	-0.614
52	1	0.272	17.409	1	0.146
52	1	-0.548	3.005	1	-0.674
52	0	-0.758	8.924	1	-0.884
52	1	0.652	23.336	1	0.526
52	0	-0.708	23.822	1	-0.834
52	0	-0.658	6.207	1	-0.784
52	1	0.472	18.111	1	0.346
52	1	-0.578	22.813	1	-0.704
52	0	0.842	8.622	1	0.716
52	0	0.132	21.31	1	0.006
52	1	-0.458	2.785	1	-0.584
52	0	-0.648	14.759	1	-0.774
52	0	-0.108	23.619	1	-0.234
52	0	-0.548	11.267	1	-0.674
52	0	1.332	16.139	1	1.206
52	0	0.432	14.598	1	0.306
52	1	1.262	23.723	1	1.136
52	1	-0.678	8.565	1	-0.804
52	0	0.792	15.896	1	0.666
52	1	0.892	9.03	1	0.766
52	1	1.292	11.243	1	1.166
52	1	-0.398	8.633	1	-0.524
52	0	-0.188	9.949	1	-0.314
52	0	-0.228	20.863	1	-0.354
52	0	-0.008	14.126	1	-0.134
52	0	0.602	13.942	1	0.476
52	1	1.072	17.007	1	0.946
52	0	-0.258	18.874	1	-0.384
52	0	-0.488	5.228	1	-0.614
52	1	-0.318	9.993	1	-0.444
52	0	-0.038	13.301	1	-0.164
52	0	0.042	16.428	1	-0.084
52	1	0.092	19.533	1	-0.034
52	0	-0.368	8.92	1	-0.494
52	1	-0.408	9.762	1	-0.534
52	0	-0.478	22.357	1	-0.604
52	1	-0.248	21.776	1	-0.374
52	1	-0.408	19.899	1	-0.534
52	1	0.812	12.565	1	0.686
52	0	-0.338	22.688	1	-0.464
52	1	-0.808	19.128	1	-0.934
53	0	1.062	22.04	0	1.705
53	1	-1.258	2.832	0	-0.615
53	0	-0.068	21.136	0	0.575
53	1	-0.288	13.156	0	0.355
53	1	0.452	17.508	0	1.095
53	1	-0.748	5.122	0	-0.105
53	1	-0.478	7.147	0	0.165
53	0	-0.078	3.448	0	0.565
53	1	-1.048	17.736	0	-0.405
53	0	0.252	20.048	0	0.895
53	1	-0.438	3.967	0	0.205
53	1	-1.398	0.93	0	-0.755
53	0	-0.168	3.008	0	0.475
53	1	-0.538	11.809	0	0.105
53	1	1.022	12.267	0	1.665
53	0	-0.688	21.082	0	-0.0449999999999999
53	0	-1.358	8.043	0	-0.715
53	1	-1.068	8.152	0	-0.425
53	1	-0.858	6.504	0	-0.215
53	1	-1.948	-1.073	0	-1.305
53	0	-0.828	2.984	0	-0.185
53	0	-0.128	13.382	0	0.515
53	0	-0.718	2.671	0	-0.075
53	0	1.512	18.61	0	2.155
53	1	-1.358	5.528	0	-0.715
53	0	-1.978	12.486	0	-1.335
53	1	-0.928	1.471	0	-0.285
53	0	-0.248	-1.712	0	0.395
53	1	-0.918	2.993	0	-0.275
53	0	0.452	23.205	0	1.095
53	0	-1.598	23.053	0	-0.955
53	1	-1.358	3.583	0	-0.715
53	1	-0.128	6.506	0	0.515
53	1	-1.148	24.993	0	-0.505
53	1	0.212	23.413	0	0.855
53	0	0.172	8.141	0	0.815
53	1	-1.038	4.858	0	-0.395
53	0	-1.488	1.912	0	-0.845
53	1	-1.838	2.957	0	-1.195
53	0	-1.338	16.732	0	-0.695
53	1	-0.678	0.008	0	-0.035
53	1	0.172	3.973	0	0.815
53	1	-1.058	11.771	0	-0.415
53	0	-0.628	17.662	0	0.015
53	0	-0.768	8.464	0	-0.125
53	1	-0.458	6.69	0	0.185
53	0	-0.938	15.549	0	-0.295
53	1	-1.068	-1.045	0	-0.425
53	1	-0.898	1.125	0	-0.255
53	1	-2.008	5.891	0	-1.365
53	0	-0.448	12.864	0	0.195
54	1	0.132	11.233	1	-0.279
54	1	1.262	1.076	1	0.851
54	1	0.542	21.734	1	0.131
54	1	-0.028	1.776	1	-0.439
54	1	0.182	7.838	1	-0.229
54	1	0.722	21.161	1	0.311
54	1	0.762	23.363	1	0.351
54	1	-0.008	21.023	1	-0.419
54	1	1.332	24.138	1	0.921
54	1	0.062	19.719	1	-0.349
54	1	0.482	7.043	1	0.071
54	1	0.732	22.022	1	0.321
54	1	0.392	18.839	1	-0.0190000000000000
54	1	0.442	17.999	1	0.031
54	1	0.102	20.358	1	-0.309
54	1	-0.458	20.449	1	-0.869
54	1	0.362	5.425	1	-0.049
54	1	0.722	18.309	1	0.311
54	1	0.132	8.156	1	-0.279
54	1	0.512	22.031	1	0.101
54	1	0.902	14.129	1	0.491
54	1	-0.138	7.762	1	-0.549
54	1	0.932	15.969	1	0.521
54	1	1.432	18.614	1	1.021
54	1	-0.078	6.928	1	-0.489
54	1	-0.058	21.935	1	-0.469
54	1	0.222	17.308	1	-0.189
54	1	-0.358	21.444	1	-0.769
54	1	0.752	19.62	1	0.341
54	1	1.072	19.566	1	0.661
54	1	1.262	20.677	1	0.851
54	1	0.152	1.84	1	-0.259
54	1	0.952	11.178	1	0.541
54	1	-0.048	3.078	1	-0.459
54	1	-1.408	19.906	1	-1.819
54	1	0.382	15.102	1	-0.0290000000000000
54	1	0.852	10.226	1	0.441
54	1	0.542	14.372	1	0.131
54	1	0.532	11.252	1	0.121
54	1	0.502	13.589	1	0.091
54	1	0.502	14.073	1	0.091
54	1	0.422	11.021	1	0.011
54	1	-0.288	6.938	1	-0.699
55	0	1.292	18.032	1	1.051
55	0	0.062	3.78	1	-0.179
55	0	0.072	0.583	1	-0.169
55	0	0.432	4.215	1	0.191
55	0	0.612	10.16	1	0.371
55	0	-0.458	23.152	1	-0.699
55	1	0.802	16.286	1	0.561
55	0	-0.328	8.147	1	-0.569
55	1	-0.078	4.285	1	-0.319
55	1	-0.288	4.72	1	-0.529
55	1	1.292	12.963	1	1.051
55	0	0.302	13.207	1	0.061
55	1	1.512	8.845	1	1.271
55	0	0.412	13.695	1	0.171
55	1	0.112	10.921	1	-0.129
55	0	0.212	15.469	1	-0.029
55	0	0.542	15.554	1	0.301
55	1	-1.048	9.283	1	-1.289
55	0	0.052	10.957	1	-0.189
55	1	-0.748	11.411	1	-0.989
55	1	0.592	16.918	1	0.351
55	1	0.842	1.133	1	0.601
55	1	0.072	12.889	1	-0.169
55	0	1.012	8.741	1	0.771
55	1	-1.478	0.525	1	-1.719
55	1	0.752	4.054	1	0.511
55	1	-1.138	10.712	1	-1.379
55	1	-0.178	16.977	1	-0.419
55	1	1.182	-1.254	1	0.941
55	0	0.382	12.542	1	0.141
55	0	-0.278	11.598	1	-0.519
55	0	0.712	6.196	1	0.471
55	0	1.012	13.162	1	0.771
55	1	-1.188	9.542	1	-1.429
55	0	0.372	12.647	1	0.131
55	1	0.182	17.57	1	-0.059
55	0	0.122	-2.832	1	-0.119
55	1	1.452	17.517	1	1.211
55	1	-0.138	4.522	1	-0.379
55	1	-0.098	17.241	1	-0.339
55	1	0.192	-0.128	1	-0.049
55	1	0.622	20.067	1	0.381
55	0	0.372	17.701	1	0.131
55	0	0.192	12.223	1	-0.049
55	0	0.232	8.998	1	-0.00899999999999998
56	0	-0.018	23.14	0	0.397
56	0	-0.678	-2.832	0	-0.263
56	1	-1.578	6.189	0	-1.163
56	1	0.502	15.271	0	0.917
56	0	0.042	8.067	0	0.457
56	0	0.212	13.131	0	0.627
56	1	-0.358	5.206	0	0.057
56	1	-1.498	-1.922	0	-1.083
56	1	-0.508	20.271	0	-0.093
56	0	-2.128	-0.568	0	-1.713
56	0	0.282	23.855	0	0.697
56	0	0.202	19.359	0	0.617
56	1	-0.188	8.052	0	0.227
56	1	0.482	23.912	0	0.897
56	0	-0.918	9.431	0	-0.503
56	0	-0.568	14.477	0	-0.153
56	1	-1.498	5.902	0	-1.083
56	0	0.832	17.321	0	1.247
56	1	-1.048	-2.559	0	-0.633
56	0	0.462	19.716	0	0.877
56	0	0.212	11.522	0	0.627
56	0	1.062	21.964	0	1.477
56	1	-1.068	10.911	0	-0.653
56	1	-1.128	1.242	0	-0.713
56	1	-0.808	8.494	0	-0.393
56	1	-1.208	3.115	0	-0.793
56	1	-0.338	0.066	0	0.077
56	1	-1.218	4.418	0	-0.803
56	0	0.002	18.031	0	0.417
56	0	-1.308	13.74	0	-0.893
56	0	-0.318	4.521	0	0.097
56	1	-0.418	20.579	0	-0.003
56	1	-1.208	8.494	0	-0.793
56	0	-1.058	1.248	0	-0.643
56	1	0.942	1.316	0	1.357
56	0	0.482	16.706	0	0.897
56	1	1.262	21.512	0	1.677
56	1	-0.508	3.441	0	-0.093
56	0	-1.158	22.894	0	-0.743
56	1	-0.538	-0.167	0	-0.123
56	1	-0.958	5.649	0	-0.543
57	0	-0.898	8.291	1	-1.049
57	0	0.432	22.805	1	0.281
57	0	0.792	10.294	1	0.641
57	1	-0.178	8.57	1	-0.329
57	0	1.182	9.137	1	1.031
57	1	0.642	10.041	1	0.491
57	0	0.592	24.133	1	0.441
57	0	-0.528	16.83	1	-0.679
57	0	0.982	21.067	1	0.831
57	1	0.392	10.882	1	0.241
57	1	-0.318	9.545	1	-0.469
57	1	1.072	16.25	1	0.921
57	0	-0.178	17.068	1	-0.329
57	0	0.052	11.128	1	-0.099
57	0	0.502	9.478	1	0.351
57	0	-1.218	12.112	1	-1.369
57	1	1.132	17.645	1	0.981
57	1	-0.848	9.79	1	-0.999
57	0	0.772	13.003	1	0.621
57	1	-0.068	8.949	1	-0.219
57	1	-1.448	16.003	1	-1.599
57	0	0.232	23.371	1	0.081
57	0	-0.768	16.158	1	-0.919
57	0	0.202	21.923	1	0.051
57	1	0.162	20.116	1	0.011
57	0	1.022	23.443	1	0.871
57	1	0.952	17.732	1	0.801
57	0	0.422	10.112	1	0.271
57	1	0.812	20.322	1	0.661
57	1	0.532	13.402	1	0.381
57	0	-1.208	13.697	1	-1.359
57	1	0.342	12.424	1	0.191
57	0	0.312	16.261	1	0.161
57	1	0.102	20.583	1	-0.049
57	1	-0.578	22.365	1	-0.729
57	1	0.142	12.05	1	-0.009
57	0	-0.288	18.182	1	-0.439
57	0	0.902	20.305	1	0.751
57	0	0.152	12.176	1	0.001
57	1	-0.388	24.623	1	-0.539
57	0	0.452	11.715	1	0.301
57	1	0.212	12.005	1	0.061
57	1	0.682	15.513	1	0.531
57	0	-0.118	21.2	1	-0.269
57	1	-0.728	23.053	1	-0.879
57	0	-0.548	22.284	1	-0.699
57	1	-0.108	19.685	1	-0.259
57	0	0.812	18.325	1	0.661
57	0	-0.958	14.045	1	-1.109
57	0	0.612	22.735	1	0.461
57	1	0.942	8.675	1	0.791
57	1	-0.538	14.401	1	-0.689
57	0	0.662	18.628	1	0.511
57	1	0.552	22.862	1	0.401
58	1	0.042	0.785	0	-0.092
58	1	0.712	7.293	0	0.578
58	1	0.112	2.543	0	-0.022
58	1	-0.008	16.815	0	-0.142
